Reference ID,Language,Pic Map Name,Full Path,Hash Value
103,Dutch,AdjustContactL,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Adjust Contact – L.png,3789c235946c05783ad9c325be24cb68
104,Dutch,AdjustContactR,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Adjust Contact – R.png,623ba33e773f7fa771dc029e028a6621
105,Dutch,AdjustContact,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Adjust Contact.png,c9aaa17e9487996bdb7ebc657716267f
106,Dutch,Calibration16,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Calibration – 16.png,e1f22282385e1d820ee3ecf7df3f37a4
107,Dutch,Calibration,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Calibration.png,0c92d9d4b6e366ed7e6483e820cc0182
108,Dutch,HandHeldSelection,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Hand-Held Selection.png,53d43af44886d95a9ccce0effaa9f426
109,Dutch,InformationSent,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Information Sent.png,e1166c077a1b43be3b5c5f41260ff1ad
110,Dutch,Interrogation,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Interrogation.png,bfb98ab367ab4e0b454d104977608106
111,Dutch,Language215,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Language – 215.png,4456494853e0f0c64e1bc911af8579a7
112,Dutch,Language220,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Language – 220.png,9e979c05c281ad600459fd0ca5e6fe3f
113,Dutch,Language221,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Language – 221.png,7d6f3da2f01ee19f7312a2ecc68d5cd5
114,Dutch,Language222,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Language – 222.png,93fde668a51ff542a707471ff840c813
115,Dutch,Language223,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Language – 223.png,e972affccfd34211d5a14ff458bdf251
116,Dutch,Language224,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Language – 224.png,d2ab494c7f8befd6f2103cd6f461e69b
117,Dutch,ProfileDownload,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Profile Download.png,25ad68a2e0b9a7c0f3752918c13cc517
118,Dutch,StartSetup,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Start - Setup.png,1decc289d28744e78027ea12486db11d
119,Dutch,StartDisabled,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Start Disabled.png,c29c8ca3222a1e00edaea90e8f077971
120,Dutch,"StrapWire1,3","C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Strap & Wire 1,3.png",18f2b66d5183b4b388396c083cf0efee
121,Dutch,StrapWire8,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Strap & Wire 8.png,7eebf94fb4b1133f2a6dc2d427e40c48
122,Dutch,StrapWire9,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Strap & Wire 9.png,9f0cbc0ae0521ca6dbcbbbe873e0601c
123,Dutch,SuccessScreenbutton,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Success Screen – button.png,a37227cfd9d1600b376aefb6143771b3
124,Dutch,UIInstallation,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\UI Installation.png,3ca589e5330f1d293d2cd45726411937
125,Dutch,WireInterrogation,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Wire Interrogation.png,a52a260643782327b963966ab4478e07
126,Dutch,WireSelection,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Dutch\Wire Selection.png,336a4a110d35ee0df3a4e87e3bbe413c
127,English,"AdjustContactL,R,T","C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Adjust Contact – L,R,T.png",2347c49355c4d7d6d5cc21f5b319dd6a
128,English,"AdjustContactL,R","C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Adjust Contact – L,R.png",08913fdf8062cc9b71d44796a209726f
129,English,"AdjustContactL,T","C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Adjust Contact – L,T.png",64c9d829e7d43734642aa370fc84c761
130,English,AdjustContactL,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Adjust Contact – L.png,6b78df85288649d14f5dc8b192db21ac
131,English,"AdjustContactR,T","C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Adjust Contact – R,T.png",292bdf177b6ce95643798cb8775b2ed9
132,English,AdjustContactR,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Adjust Contact – R.png,6bb71aac13a3ea9c8c711cbfbb6f3bec
133,English,AdjustContact,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Adjust Contact.png,11c6fdfba13aeb75eafdfb06f9a77acd
134,English,Calibration14,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Calibration – 14.png,3ccc859a6a45c87e1429b56928a460f6
135,English,Calibration,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Calibration.png,6e1aa6ff03bfa176ffb00afddfb18211
136,English,Cellular,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Cellular.png,48c7138e8b45db27e2089ec192ea4769
137,English,ChooseLanguage,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Choose Language.png,366d4bfe895bfe6d05d26b8baaf3f87a
138,English,DataTransmission,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Data Transmission.png,b7aa0469dae20a795d902e9f1310d8c1
139,English,ErrorScreendisabled1reference,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Error Screen – disabled1 reference.png,314c634dc50aab484b226c6847dac844
140,English,ErrorScreenenabled,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Error Screen – enabled.png,86d341265e7abb5fd4b6a20208b75a50
141,English,HandHeldSelection,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Hand-Held Selection.png,e6e3a331df884ba7cecd9414479d0e8d
142,English,InformationSent,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Information Sent.png,fff6fbcbeaf306303fb57f8ae0acf0f9
143,English,Interrogation,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Interrogation.png,45ffd73fb9c721845af18cb8582f5426
144,English,Language214,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Language – 214.png,7e558d4a71a8588ed45f632bad6e4baf
145,English,Language215,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Language – 215.png,4456494853e0f0c64e1bc911af8579a7
146,English,Language218,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Language – 218.png,a79a9b75a8fc6b09619e677b250ef963
147,English,Language220,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Language – 220.png,9e979c05c281ad600459fd0ca5e6fe3f
148,English,Language221,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Language – 221.png,7d6f3da2f01ee19f7312a2ecc68d5cd5
149,English,Language222,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Language – 222.png,93fde668a51ff542a707471ff840c813
150,English,Language223,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Language – 223.png,e972affccfd34211d5a14ff458bdf251
151,English,Language224,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Language – 224.png,d2ab494c7f8befd6f2103cd6f461e69b
152,English,LoadingScreenEnglish,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Loading Screen - English.png,b220dcd7d4351c50e32f7a8b27ce9f27
153,English,LowBattery,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Low Battery.png,fbafca046504125495a1e74092f1aa3a
154,English,Power,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Power.png,98b7d4698f086587585eb591bbf55d01
155,English,ProfileDownload,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Profile Download.png,dc47f50e05e781168002101dbba59868
156,English,SelectedLanguage,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Selected Language.png,a5ad985709fe9f76a6241fdacffc95e0
157,English,Selection,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Selection.png,1ba2a57bfba495302933b0bdc3b8090f
158,English,ShutDownTransition_OUS,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Shut Down Transition_OUS.png,36b3e31b831f3d2c257e2157e79b7486
159,English,StartSession,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Start - Session.png,1917a520dc695864dcc7124b23f8dd1a
160,English,StartSetup,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Start - Setup.png,1f2c42b1e911b53d8e33d71f85f39664
161,English,StartDisabled1,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Start Disabled-1.png,d5786ee27865ec7b9d6d31b91f8a4d48
162,English,StartDisabled,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Start Disabled.png,91ba1a90640cf4a25ee14ad4023fac32
163,English,"StrapWire1,2,3","C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Strap & Wire 1,2,3.png",51e72c502f6504ed9f6c2cd7e40f71e0
164,English,"StrapWire1,2","C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Strap & Wire 1,2.png",2a9c8c6e876531553dcb19ad5516cb17
165,English,"StrapWire1,3","C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Strap & Wire 1,3.png",d7b745e2a3f0644cb969faba6c7652a8
166,English,StrapWire1,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Strap & Wire 1.png,82fdeabb2e9ef644d5a021bfe82f88c7
167,English,"StrapWire2,3","C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Strap & Wire 2,3.png",4f499e369747cd84b6f7f846a1789a3a
168,English,StrapWire2,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Strap & Wire 2.png,70e74ec99e97a5238fd569f4d555800f
169,English,StrapWire3,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Strap & Wire 3.png,ed6484d093f6e8d1a68190be1b454ddd
170,English,SuccessBatteryRec,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Success Battery Rec.png,030286ce1967bb26a0737d2c8cac5da2
171,English,SuccessScreen34,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Success Screen – 34.png,3eab8a83606cb606cdee3f563fc673d8
172,English,SuccessScreenbutton,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Success Screen – button.png,c3e315c7be8177045a41f8370be72a11
173,English,TransitionScreen,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Transition Screen.png,f5930317e2b2d5c01409f5b721988c30
174,English,UIInstallation,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\UI Installation.png,2f7d25b4165668688b1e02a3de3c61c2
175,English,UpdateScreen,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Update Screen.png,0c73c104fc81663e1f30f2ae215e8b19
176,English,WireInterrogation,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Wire Interrogation.png,11c90272a59b3ba9aa28a4f5dd1bbd0d
177,English,WireSelection,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\English\Wire Selection.png,1052d7ecc192c2b6091edca2cc183bf1
178,Estonian,"AdjustContactL,R,T","C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Adjust Contact – L,R,T.png",47f5f0dd123de1e45f9d72f4421872c6
179,Estonian,"AdjustContactL,R","C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Adjust Contact – L,R.png",c0ed9acdf7525498f9095a573afef752
180,Estonian,"AdjustContactL,T","C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Adjust Contact – L,T.png",1f8d4b5ea75152f75e90b48d4fbc8011
181,Estonian,AdjustContactL,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Adjust Contact – L.png,02b315386aeb3e54f18cdcd13f9f87b9
182,Estonian,"AdjustContactR,T","C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Adjust Contact – R,T.png",54785291a6027e8c0c513c8339b80a0f
183,Estonian,AdjustContactR,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Adjust Contact – R.png,cd9114f68cce2ccc97370ab13a344032
184,Estonian,AdjustContact,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Adjust Contact.png,d7555382707b1169c1371f77aed2fdc6
185,Estonian,Calibration14,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Calibration – 14.png,1cc41da0dfc22340bf35737920c80495
186,Estonian,Calibration,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Calibration.png,1d7bfc1900632be5701a6bc9077590cc
187,Estonian,Cellular,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Cellular.png,586a184d6f9d112e9dba85a97c39ac4b
188,Estonian,ChooseLanguage,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Choose Language.png,d08cc47ccfe04d5d7471f5ff5a9882ea
189,Estonian,DataTransmission,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Data Transmission.png,4864456a843082c6f8fbc3dcb9ff8d25
190,Estonian,ErrorScreendisabled1reference,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Error Screen – disabled1 reference.png,5d1f6800cd35a9e711eacf5f85b3ecd6
191,Estonian,ErrorScreenenabled,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Error Screen – enabled.png,9768175806032360b892ef631fd07238
192,Estonian,HandHeldSelection,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Hand-Held Selection.png,7196e1f2c4723ac83f3ecf6f68f4fa25
193,Estonian,InformationSent,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Information Sent.png,deb830d1f4f0435c82be98ba3796d065
194,Estonian,Interrogation,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Interrogation.png,d9856eabadbc31b0062512bf7d55b4d1
195,Estonian,Language214,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Language – 214.png,7e558d4a71a8588ed45f632bad6e4baf
196,Estonian,Language215,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Language – 215.png,4456494853e0f0c64e1bc911af8579a7
197,Estonian,Language218,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Language – 218.png,a79a9b75a8fc6b09619e677b250ef963
198,Estonian,Language220,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Language – 220.png,9e979c05c281ad600459fd0ca5e6fe3f
199,Estonian,Language221,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Language – 221.png,7d6f3da2f01ee19f7312a2ecc68d5cd5
200,Estonian,Language222,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Language – 222.png,93fde668a51ff542a707471ff840c813
201,Estonian,Language223,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Language – 223.png,e972affccfd34211d5a14ff458bdf251
202,Estonian,Language224,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Language – 224.png,d2ab494c7f8befd6f2103cd6f461e69b
203,Estonian,LoadingScreenEnglish,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Loading Screen - English.png,db2cdd18932cbfd3c3d3ddbb3a6d6212
204,Estonian,LowBattery,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Low Battery.png,997e84b64ece20498c888622558e2671
205,Estonian,Power,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Power.png,8681a231d8afe2698170d4ecbb58b507
206,Estonian,ProfileDownload,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Profile Download.png,a7d305a00a460b046370811e742e46aa
207,Estonian,SelectedLanguage,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Selected Language.png,159e158d64e154ad12a9e09f1542f830
208,Estonian,Selection,C:\Users\tdc123admin\Downloads\Test Evidence-20260224T082351Z-1-001\Test Evidence\Dev Phase\UI Check\6.2.0\_Reference\Translations_screens(02-19-2026)\Estonian\Selection.png,cfceec19edb8f85db42b2884777c99fa
